Date_of_publication,Municipality_name,Total_reported,Deceased
2020-05-02,Krimpenerwaard,0,0
2020-05-03,Krimpenerwaard,2,0
2020-05-04,Krimpenerwaard,0,0
2020-05-05,Krimpenerwaard,2,0
2020-05-06,Krimpenerwaard,1,0
2020-05-07,Krimpenerwaard,0,0
2020-05-08,Krimpenerwaard,1,0
2020-05-09,Krimpenerwaard,2,0
2020-05-10,Krimpenerwaard,1,0
2020-05-11,Krimpenerwaard,1,0
2020-05-12,Krimpenerwaard,1,0
2020-05-13,Krimpenerwaard,1,2
2020-05-14,Krimpenerwaard,2,0
2020-05-15,Krimpenerwaard,0,1
2020-05-16,Krimpenerwaard,0,0
2020-05-17,Krimpenerwaard,1,0
2020-05-18,Krimpenerwaard,3,1
2020-05-19,Krimpenerwaard,0,0
2020-05-20,Krimpenerwaard,3,1
2020-05-21,Krimpenerwaard,3,0
2020-05-22,Krimpenerwaard,0,0
2020-05-23,Krimpenerwaard,2,0
2020-05-24,Krimpenerwaard,3,0
2020-05-25,Krimpenerwaard,0,0
2020-05-26,Krimpenerwaard,4,0
2020-05-27,Krimpenerwaard,3,0
