Date_of_publication,Municipality_name,Total_reported,Deceased
2020-12-12,Sliedrecht,31,0
2020-12-12,Albrandswaard,17,1
2020-12-12,Westvoorne,2,0
2020-12-12,Vlaardingen,29,0
2020-12-12,Voorschoten,12,0
2020-12-12,Waddinxveen,24,0
2020-12-12,Wassenaar,17,0
2020-12-12,Zoetermeer,95,1
2020-12-12,Zoeterwoude,5,0
2020-12-12,Zwijndrecht,30,1
2020-12-12,Teylingen,33,1
2020-12-12,Lansingerland,33,0
2020-12-12,Westland,97,1
2020-12-12,Midden-Delfland,11,1
2020-12-12,Kaag en Braassem,27,0
2020-12-12,Zuidplas,23,0
2020-12-12,Bodegraven-Reeuwijk,30,0
2020-12-12,Leidschendam-Voorburg,51,0
2020-12-12,Goeree-Overflakkee,35,0
2020-12-12,Pijnacker-Nootdorp,52,0
2020-12-12,Nissewaard,30,0
2020-12-12,Krimpenerwaard,51,0
2020-12-12,Hoeksche Waard,34,0
2020-12-12,Molenlanden,31,0
2020-12-13,Alblasserdam,9,0
2020-12-13,Alphen aan den Rijn,76,1
2020-12-13,Barendrecht,18,0
2020-12-13,Brielle,13,0
2020-12-13,Capelle aan den IJssel,33,0
2020-12-13,Delft,40,1
2020-12-13,Dordrecht,62,0
2020-12-13,Gorinchem,23,0
2020-12-13,Gouda,26,1
2020-12-13,'s-Gravenhage,252,0
2020-12-13,Hardinxveld-Giessendam,24,0
2020-12-13,Hellevoetsluis,15,0
2020-12-13,Hendrik-Ido-Ambacht,23,0
2020-12-13,Hillegom,7,0
2020-12-13,Katwijk,36,1
2020-12-13,Krimpen aan den IJssel,22,0
2020-12-13,Leiden,29,0
2020-12-13,Leiderdorp,10,0
2020-12-13,Lisse,8,0
2020-12-13,Maassluis,15,0
2020-12-13,Nieuwkoop,13,0
2020-12-13,Noordwijk,18,0
2020-12-13,Oegstgeest,7,0
2020-12-13,Papendrecht,31,0
2020-12-13,Ridderkerk,29,0
2020-12-13,Rotterdam,305,1
2020-12-13,Rijswijk,36,0
2020-12-13,Schiedam,35,0
2020-12-13,Sliedrecht,30,0
2020-12-13,Albrandswaard,19,0
2020-12-13,Westvoorne,5,0
2020-12-13,Vlaardingen,44,0
2020-12-13,Voorschoten,10,0
2020-12-13,Waddinxveen,18,0
2020-12-13,Wassenaar,14,0
2020-12-13,Zoetermeer,97,0
2020-12-13,Zoeterwoude,9,0
2020-12-13,Zwijndrecht,20,0
2020-12-13,Teylingen,26,0
2020-12-13,Lansingerland,42,0
2020-12-13,Westland,111,0
2020-12-13,Midden-Delfland,15,0
2020-12-13,Kaag en Braassem,14,0
2020-12-13,Zuidplas,15,0
2020-12-13,Bodegraven-Reeuwijk,19,0
2020-12-13,Leidschendam-Voorburg,48,2
