Date_of_publication,Municipality_name,Total_reported,Deceased
2020-04-25,Krimpenerwaard,0,0
2020-04-26,Krimpenerwaard,2,0
2020-04-27,Krimpenerwaard,1,0
2020-04-28,Krimpenerwaard,2,2
2020-04-29,Krimpenerwaard,3,0
2020-04-30,Krimpenerwaard,1,0
2020-04-01,Lansingerland,8,1
2020-04-02,Lansingerland,5,0
2020-04-03,Lansingerland,7,0
2020-04-04,Lansingerland,1,0
2020-04-05,Lansingerland,7,0
2020-04-06,Lansingerland,4,0
2020-04-07,Lansingerland,4,5
2020-04-08,Lansingerland,6,1
2020-04-09,Lansingerland,9,3
2020-04-10,Lansingerland,0,3
2020-04-11,Lansingerland,9,0
2020-04-12,Lansingerland,5,0
2020-04-13,Lansingerland,5,1
2020-04-14,Lansingerland,2,0
2020-04-15,Lansingerland,5,0
2020-04-16,Lansingerland,6,1
2020-04-17,Lansingerland,5,0
2020-04-18,Lansingerland,2,0
2020-04-19,Lansingerland,6,0
2020-04-20,Lansingerland,0,0
