Version;Date_of_report;Date_of_statistics;Security_region_code;Security_region_name;Tested_with_result;Tested_positive
4;2022-11-15 09:00:00;2022-11-01;VR14;Gooi en Vechtstreek;33;13
4;2022-11-15 09:00:00;2022-11-02;VR14;Gooi en Vechtstreek;25;13
4;2022-11-15 09:00:00;2022-11-03;VR14;Gooi en Vechtstreek;27;18
4;2022-11-15 09:00:00;2022-11-04;VR14;Gooi en Vechtstreek;16;10
4;2022-11-15 09:00:00;2022-11-05;VR14;Gooi en Vechtstreek;6;5
4;2022-11-15 09:00:00;2022-11-06;VR14;Gooi en Vechtstreek;10;9
4;2022-11-15 09:00:00;2022-11-07;VR14;Gooi en Vechtstreek;31;11
4;2022-11-15 09:00:00;2022-11-08;VR14;Gooi en Vechtstreek;28;19
4;2022-11-15 09:00:00;2022-11-09;VR14;Gooi en Vechtstreek;18;10
4;2022-11-15 09:00:00;2022-11-10;VR14;Gooi en Vechtstreek;16;8
4;2022-11-15 09:00:00;2022-11-11;VR14;Gooi en Vechtstreek;23;14
4;2022-11-15 09:00:00;2022-11-12;VR14;Gooi en Vechtstreek;5;3
4;2022-11-15 09:00:00;2022-11-13;VR14;Gooi en Vechtstreek;4;3
4;2022-11-15 09:00:00;2021-10-04;VR15;Haaglanden;1616;149
4;2022-11-15 09:00:00;2021-10-05;VR15;Haaglanden;1546;163
4;2022-11-15 09:00:00;2021-10-06;VR15;Haaglanden;1443;147
4;2022-11-15 09:00:00;2021-10-07;VR15;Haaglanden;1470;177
4;2022-11-15 09:00:00;2021-10-08;VR15;Haaglanden;1280;167
4;2022-11-15 09:00:00;2021-10-09;VR15;Haaglanden;991;153
4;2022-11-15 09:00:00;2021-10-10;VR15;Haaglanden;1094;181
4;2022-11-15 09:00:00;2021-10-11;VR15;Haaglanden;2071;221
4;2022-11-15 09:00:00;2021-10-12;VR15;Haaglanden;1987;231
4;2022-11-15 09:00:00;2021-10-13;VR15;Haaglanden;2020;215
4;2022-11-15 09:00:00;2021-10-14;VR15;Haaglanden;1944;199
4;2022-11-15 09:00:00;2021-10-15;VR15;Haaglanden;1558;179
4;2022-11-15 09:00:00;2021-10-16;VR15;Haaglanden;1010;149
4;2022-11-15 09:00:00;2021-10-17;VR15;Haaglanden;1052;164
4;2022-11-15 09:00:00;2021-10-18;VR15;Haaglanden;1784;194
4;2022-11-15 09:00:00;2021-10-19;VR15;Haaglanden;1887;231
4;2022-11-15 09:00:00;2021-10-20;VR15;Haaglanden;1949;277
4;2022-11-15 09:00:00;2021-10-21;VR15;Haaglanden;1685;274
4;2022-11-15 09:00:00;2021-10-22;VR15;Haaglanden;1744;318
4;2022-11-15 09:00:00;2021-10-23;VR15;Haaglanden;1442;276
4;2022-11-15 09:00:00;2021-10-24;VR15;Haaglanden;1489;306
4;2022-11-15 09:00:00;2021-10-25;VR15;Haaglanden;2529;322
4;2022-11-15 09:00:00;2021-10-26;VR15;Haaglanden;2479;378
4;2022-11-15 09:00:00;2021-10-27;VR15;Haaglanden;2547;402
4;2022-11-15 09:00:00;2021-10-28;VR15;Haaglanden;2440;408
4;2022-11-15 09:00:00;2021-10-29;VR15;Haaglanden;2082;367
4;2022-11-15 09:00:00;2021-10-30;VR15;Haaglanden;1691;332
4;2022-11-15 09:00:00;2021-10-31;VR15;Haaglanden;1648;335
4;2022-11-15 09:00:00;2021-11-01;VR15;Haaglanden;2852;462
4;2022-11-15 09:00:00;2021-11-02;VR15;Haaglanden;3110;540
4;2022-11-15 09:00:00;2021-11-03;VR15;Haaglanden;3502;598
4;2022-11-15 09:00:00;2021-11-04;VR15;Haaglanden;3629;626
4;2022-11-15 09:00:00;2021-11-05;VR15;Haaglanden;3845;647
4;2022-11-15 09:00:00;2021-11-06;VR15;Haaglanden;3107;571
4;2022-11-15 09:00:00;2021-11-07;VR15;Haaglanden;2995;600
4;2022-11-15 09:00:00;2021-11-08;VR15;Haaglanden;4017;761
4;2022-11-15 09:00:00;2021-11-09;VR15;Haaglanden;4055;780
4;2022-11-15 09:00:00;2021-11-10;VR15;Haaglanden;4439;864
4;2022-11-15 09:00:00;2021-11-11;VR15;Haaglanden;4455;857
4;2022-11-15 09:00:00;2021-11-12;VR15;Haaglanden;4904;1011
4;2022-11-15 09:00:00;2021-11-13;VR15;Haaglanden;4027;924
4;2022-11-15 09:00:00;2021-11-14;VR15;Haaglanden;3838;851
4;2022-11-15 09:00:00;2021-11-15;VR15;Haaglanden;4269;953
4;2022-11-15 09:00:00;2021-11-16;VR15;Haaglanden;4501;970
4;2022-11-15 09:00:00;2021-11-17;VR15;Haaglanden;4627;1105
4;2022-11-15 09:00:00;2021-11-18;VR15;Haaglanden;4526;1057
4;2022-11-15 09:00:00;2021-11-19;VR15;Haaglanden;4414;1134
4;2022-11-15 09:00:00;2021-11-20;VR15;Haaglanden;4858;1088
4;2022-11-15 09:00:00;2021-11-21;VR15;Haaglanden;4383;1027
4;2022-11-15 09:00:00;2021-11-22;VR15;Haaglanden;4577;1048
4;2022-11-15 09:00:00;2021-11-23;VR15;Haaglanden;5263;1133
4;2022-11-15 09:00:00;2021-11-24;VR15;Haaglanden;5371;1066
4;2022-11-15 09:00:00;2021-11-25;VR15;Haaglanden;5616;1153
4;2022-11-15 09:00:00;2021-11-26;VR15;Haaglanden;5079;1163
4;2022-11-15 09:00:00;2021-11-27;VR15;Haaglanden;4899;1031
4;2022-11-15 09:00:00;2021-11-28;VR15;Haaglanden;4643;997
4;2022-11-15 09:00:00;2021-11-29;VR15;Haaglanden;5165;975
4;2022-11-15 09:00:00;2021-11-30;VR15;Haaglanden;6129;1082
4;2022-11-15 09:00:00;2021-12-01;VR15;Haaglanden;5896;1151
4;2022-11-15 09:00:00;2021-12-02;VR15;Haaglanden;5757;1179
4;2022-11-15 09:00:00;2021-12-03;VR15;Haaglanden;4935;1197
4;2022-11-15 09:00:00;2021-12-04;VR15;Haaglanden;3924;991
4;2022-11-15 09:00:00;2021-12-05;VR15;Haaglanden;3357;858
4;2022-11-15 09:00:00;2021-12-06;VR15;Haaglanden;4474;993
4;2022-11-15 09:00:00;2021-12-07;VR15;Haaglanden;4308;985
4;2022-11-15 09:00:00;2021-12-08;VR15;Haaglanden;4532;1061
4;2022-11-15 09:00:00;2021-12-09;VR15;Haaglanden;3924;927
4;2022-11-15 09:00:00;2021-12-10;VR15;Haaglanden;3567;824
4;2022-11-15 09:00:00;2021-12-11;VR15;Haaglanden;2838;743
4;2022-11-15 09:00:00;2021-12-12;VR15;Haaglanden;2749;717
4;2022-11-15 09:00:00;2021-12-13;VR15;Haaglanden;3896;959
4;2022-11-15 09:00:00;2021-12-14;VR15;Haaglanden;3719;878
4;2022-11-15 09:00:00;2021-12-15;VR15;Haaglanden;3859;912
4;2022-11-15 09:00:00;2021-12-16;VR15;Haaglanden;3377;824
4;2022-11-15 09:00:00;2021-12-17;VR15;Haaglanden;3009;699
4;2022-11-15 09:00:00;2021-12-18;VR15;Haaglanden;2706;750
4;2022-11-15 09:00:00;2021-12-19;VR15;Haaglanden;2854;668
4;2022-11-15 09:00:00;2021-12-20;VR15;Haaglanden;3479;821
4;2022-11-15 09:00:00;2021-12-21;VR15;Haaglanden;3636;807
4;2022-11-15 09:00:00;2021-12-22;VR15;Haaglanden;4262;963
4;2022-11-15 09:00:00;2021-12-23;VR15;Haaglanden;4437;856
4;2022-11-15 09:00:00;2021-12-24;VR15;Haaglanden;3418;742
4;2022-11-15 09:00:00;2021-12-25;VR15;Haaglanden;1715;548
4;2022-11-15 09:00:00;2021-12-26;VR15;Haaglanden;1818;625
4;2022-11-15 09:00:00;2021-12-27;VR15;Haaglanden;3138;958
4;2022-11-15 09:00:00;2021-12-28;VR15;Haaglanden;3301;1029
4;2022-11-15 09:00:00;2021-12-29;VR15;Haaglanden;4057;1190
4;2022-11-15 09:00:00;2021-12-30;VR15;Haaglanden;4449;1186
4;2022-11-15 09:00:00;2021-12-31;VR15;Haaglanden;2962;953
4;2022-11-15 09:00:00;2022-01-01;VR15;Haaglanden;1684;648
4;2022-11-15 09:00:00;2022-01-02;VR15;Haaglanden;2942;1076
4;2022-11-15 09:00:00;2022-01-03;VR15;Haaglanden;4686;1963
4;2022-11-15 09:00:00;2022-01-04;VR15;Haaglanden;5072;2021
4;2022-11-15 09:00:00;2022-01-05;VR15;Haaglanden;5692;1980
4;2022-11-15 09:00:00;2022-01-06;VR15;Haaglanden;5708;1947
4;2022-11-15 09:00:00;2022-01-07;VR15;Haaglanden;5797;1907
4;2022-11-15 09:00:00;2022-01-08;VR15;Haaglanden;4943;1661
4;2022-11-15 09:00:00;2022-01-09;VR15;Haaglanden;4860;1860
4;2022-11-15 09:00:00;2022-01-10;VR15;Haaglanden;6286;2641
4;2022-11-15 09:00:00;2022-01-11;VR15;Haaglanden;6640;2582
4;2022-11-15 09:00:00;2022-01-12;VR15;Haaglanden;6831;2604
4;2022-11-15 09:00:00;2022-01-13;VR15;Haaglanden;6654;2474
4;2022-11-15 09:00:00;2022-01-14;VR15;Haaglanden;6777;2598
4;2022-11-15 09:00:00;2022-01-15;VR15;Haaglanden;6297;2561
4;2022-11-15 09:00:00;2022-01-16;VR15;Haaglanden;6531;2986
4;2022-11-15 09:00:00;2022-01-17;VR15;Haaglanden;7551;3718
4;2022-11-15 09:00:00;2022-01-18;VR15;Haaglanden;8771;4427
4;2022-11-15 09:00:00;2022-01-19;VR15;Haaglanden;8392;3994
4;2022-11-15 09:00:00;2022-01-20;VR15;Haaglanden;9038;4778
4;2022-11-15 09:00:00;2022-01-21;VR15;Haaglanden;9357;4922
4;2022-11-15 09:00:00;2022-01-22;VR15;Haaglanden;8436;4338
4;2022-11-15 09:00:00;2022-01-23;VR15;Haaglanden;8506;4606
4;2022-11-15 09:00:00;2022-01-24;VR15;Haaglanden;8649;4961
4;2022-11-15 09:00:00;2022-01-25;VR15;Haaglanden;9597;5464
4;2022-11-15 09:00:00;2022-01-26;VR15;Haaglanden;9268;5525
4;2022-11-15 09:00:00;2022-01-27;VR15;Haaglanden;9352;5942
4;2022-11-15 09:00:00;2022-01-28;VR15;Haaglanden;10042;6502
4;2022-11-15 09:00:00;2022-01-29;VR15;Haaglanden;8106;5239
4;2022-11-15 09:00:00;2022-01-30;VR15;Haaglanden;8326;5642
4;2022-11-15 09:00:00;2022-01-31;VR15;Haaglanden;7799;5440
4;2022-11-15 09:00:00;2022-02-01;VR15;Haaglanden;8893;5941
4;2022-11-15 09:00:00;2022-02-02;VR15;Haaglanden;9727;6372
4;2022-11-15 09:00:00;2022-02-03;VR15;Haaglanden;9312;6093
4;2022-11-15 09:00:00;2022-02-04;VR15;Haaglanden;8070;5134
4;2022-11-15 09:00:00;2022-02-05;VR15;Haaglanden;7766;4880
4;2022-11-15 09:00:00;2022-02-06;VR15;Haaglanden;7103;4356
4;2022-11-15 09:00:00;2022-02-07;VR15;Haaglanden;8594;5172
4;2022-11-15 09:00:00;2022-02-08;VR15;Haaglanden;8108;4963
4;2022-11-15 09:00:00;2022-02-09;VR15;Haaglanden;7579;4483
4;2022-11-15 09:00:00;2022-02-10;VR15;Haaglanden;7155;4006
4;2022-11-15 09:00:00;2022-02-11;VR15;Haaglanden;6043;3336
4;2022-11-15 09:00:00;2022-02-12;VR15;Haaglanden;4717;2700
4;2022-11-15 09:00:00;2022-02-13;VR15;Haaglanden;4420;2582
4;2022-11-15 09:00:00;2022-02-14;VR15;Haaglanden;5787;3375
4;2022-11-15 09:00:00;2022-02-15;VR15;Haaglanden;5166;2880
4;2022-11-15 09:00:00;2022-02-16;VR15;Haaglanden;4607;2567
4;2022-11-15 09:00:00;2022-02-17;VR15;Haaglanden;3995;2313
4;2022-11-15 09:00:00;2022-02-18;VR15;Haaglanden;2351;1367
4;2022-11-15 09:00:00;2022-02-19;VR15;Haaglanden;3498;2256
4;2022-11-15 09:00:00;2022-02-20;VR15;Haaglanden;2494;1537
4;2022-11-15 09:00:00;2022-02-21;VR15;Haaglanden;3734;2251
4;2022-11-15 09:00:00;2022-02-22;VR15;Haaglanden;3555;2213
4;2022-11-15 09:00:00;2022-02-23;VR15;Haaglanden;3473;2147
4;2022-11-15 09:00:00;2022-02-24;VR15;Haaglanden;3134;1808
4;2022-11-15 09:00:00;2022-02-25;VR15;Haaglanden;2711;1592
4;2022-11-15 09:00:00;2022-02-26;VR15;Haaglanden;2095;1300
4;2022-11-15 09:00:00;2022-02-27;VR15;Haaglanden;2076;1319
4;2022-11-15 09:00:00;2022-02-28;VR15;Haaglanden;2852;1788
4;2022-11-15 09:00:00;2022-03-01;VR15;Haaglanden;3650;2337
4;2022-11-15 09:00:00;2022-03-02;VR15;Haaglanden;4086;2714
4;2022-11-15 09:00:00;2022-03-03;VR15;Haaglanden;4079;2597
4;2022-11-15 09:00:00;2022-03-04;VR15;Haaglanden;3727;2377
4;2022-11-15 09:00:00;2022-03-05;VR15;Haaglanden;3397;2224
4;2022-11-15 09:00:00;2022-03-06;VR15;Haaglanden;3462;2290
4;2022-11-15 09:00:00;2022-03-07;VR15;Haaglanden;4908;3152
4;2022-11-15 09:00:00;2022-03-08;VR15;Haaglanden;5280;3366
4;2022-11-15 09:00:00;2022-03-09;VR15;Haaglanden;5469;3426
4;2022-11-15 09:00:00;2022-03-10;VR15;Haaglanden;4909;3049
4;2022-11-15 09:00:00;2022-03-11;VR15;Haaglanden;4220;2600
4;2022-11-15 09:00:00;2022-03-12;VR15;Haaglanden;3391;2212
4;2022-11-15 09:00:00;2022-03-13;VR15;Haaglanden;3724;2443
4;2022-11-15 09:00:00;2022-03-14;VR15;Haaglanden;4885;3040
4;2022-11-15 09:00:00;2022-03-15;VR15;Haaglanden;4658;2980
4;2022-11-15 09:00:00;2022-03-16;VR15;Haaglanden;4485;2914
4;2022-11-15 09:00:00;2022-03-17;VR15;Haaglanden;3982;2560
4;2022-11-15 09:00:00;2022-03-18;VR15;Haaglanden;3079;2013
4;2022-11-15 09:00:00;2022-03-19;VR15;Haaglanden;2610;1736
4;2022-11-15 09:00:00;2022-03-20;VR15;Haaglanden;2940;1953
4;2022-11-15 09:00:00;2022-03-21;VR15;Haaglanden;4029;2603
4;2022-11-15 09:00:00;2022-03-22;VR15;Haaglanden;3756;2403
4;2022-11-15 09:00:00;2022-03-23;VR15;Haaglanden;3672;2310
4;2022-11-15 09:00:00;2022-03-24;VR15;Haaglanden;2987;1873
4;2022-11-15 09:00:00;2022-03-25;VR15;Haaglanden;2627;1626
4;2022-11-15 09:00:00;2022-03-26;VR15;Haaglanden;2325;1516
4;2022-11-15 09:00:00;2022-03-27;VR15;Haaglanden;2163;1366
4;2022-11-15 09:00:00;2022-03-28;VR15;Haaglanden;3188;1972
4;2022-11-15 09:00:00;2022-03-29;VR15;Haaglanden;2926;1749
4;2022-11-15 09:00:00;2022-03-30;VR15;Haaglanden;2782;1624
4;2022-11-15 09:00:00;2022-03-31;VR15;Haaglanden;2340;1353
4;2022-11-15 09:00:00;2022-04-01;VR15;Haaglanden;1788;1055
4;2022-11-15 09:00:00;2022-04-02;VR15;Haaglanden;1262;776
4;2022-11-15 09:00:00;2022-04-03;VR15;Haaglanden;1157;721
4;2022-11-15 09:00:00;2022-04-04;VR15;Haaglanden;1579;924
4;2022-11-15 09:00:00;2022-04-05;VR15;Haaglanden;1563;929
4;2022-11-15 09:00:00;2022-04-06;VR15;Haaglanden;1440;886
4;2022-11-15 09:00:00;2022-04-07;VR15;Haaglanden;1157;680
4;2022-11-15 09:00:00;2022-04-08;VR15;Haaglanden;1038;603
4;2022-11-15 09:00:00;2022-04-09;VR15;Haaglanden;832;509
4;2022-11-15 09:00:00;2022-04-10;VR15;Haaglanden;684;388
4;2022-11-15 09:00:00;2022-04-11;VR15;Haaglanden;651;385
4;2022-11-15 09:00:00;2022-04-12;VR15;Haaglanden;558;339
4;2022-11-15 09:00:00;2022-04-13;VR15;Haaglanden;477;294
4;2022-11-15 09:00:00;2022-04-14;VR15;Haaglanden;471;256
4;2022-11-15 09:00:00;2022-04-15;VR15;Haaglanden;366;210
4;2022-11-15 09:00:00;2022-04-16;VR15;Haaglanden;290;176
4;2022-11-15 09:00:00;2022-04-17;VR15;Haaglanden;176;116
4;2022-11-15 09:00:00;2022-04-18;VR15;Haaglanden;250;130
4;2022-11-15 09:00:00;2022-04-19;VR15;Haaglanden;378;230
4;2022-11-15 09:00:00;2022-04-20;VR15;Haaglanden;313;162
4;2022-11-15 09:00:00;2022-04-21;VR15;Haaglanden;289;167
4;2022-11-15 09:00:00;2022-04-22;VR15;Haaglanden;245;132
4;2022-11-15 09:00:00;2022-04-23;VR15;Haaglanden;182;104
4;2022-11-15 09:00:00;2022-04-24;VR15;Haaglanden;161;94
4;2022-11-15 09:00:00;2022-04-25;VR15;Haaglanden;196;124
4;2022-11-15 09:00:00;2022-04-26;VR15;Haaglanden;219;115
4;2022-11-15 09:00:00;2022-04-27;VR15;Haaglanden;146;73
4;2022-11-15 09:00:00;2022-04-28;VR15;Haaglanden;162;92
4;2022-11-15 09:00:00;2022-04-29;VR15;Haaglanden;179;106
4;2022-11-15 09:00:00;2022-04-30;VR15;Haaglanden;142;89
4;2022-11-15 09:00:00;2022-05-01;VR15;Haaglanden;133;70
4;2022-11-15 09:00:00;2022-05-02;VR15;Haaglanden;193;112
4;2022-11-15 09:00:00;2022-05-03;VR15;Haaglanden;183;89
4;2022-11-15 09:00:00;2022-05-04;VR15;Haaglanden;173;91
4;2022-11-15 09:00:00;2022-05-05;VR15;Haaglanden;156;97
4;2022-11-15 09:00:00;2022-05-06;VR15;Haaglanden;169;97
4;2022-11-15 09:00:00;2022-05-07;VR15;Haaglanden;110;66
4;2022-11-15 09:00:00;2022-05-08;VR15;Haaglanden;140;92
4;2022-11-15 09:00:00;2022-05-09;VR15;Haaglanden;186;110
4;2022-11-15 09:00:00;2022-05-10;VR15;Haaglanden;187;101
4;2022-11-15 09:00:00;2022-05-11;VR15;Haaglanden;186;97
4;2022-11-15 09:00:00;2022-05-12;VR15;Haaglanden;157;73
4;2022-11-15 09:00:00;2022-05-13;VR15;Haaglanden;132;89
4;2022-11-15 09:00:00;2022-05-14;VR15;Haaglanden;92;47
4;2022-11-15 09:00:00;2022-05-15;VR15;Haaglanden;107;67
4;2022-11-15 09:00:00;2022-05-16;VR15;Haaglanden;145;71
4;2022-11-15 09:00:00;2022-05-17;VR15;Haaglanden;164;77
4;2022-11-15 09:00:00;2022-05-18;VR15;Haaglanden;164;87
4;2022-11-15 09:00:00;2022-05-19;VR15;Haaglanden;103;57
4;2022-11-15 09:00:00;2022-05-20;VR15;Haaglanden;138;69
4;2022-11-15 09:00:00;2022-05-21;VR15;Haaglanden;72;35
4;2022-11-15 09:00:00;2022-05-22;VR15;Haaglanden;77;36
4;2022-11-15 09:00:00;2022-05-23;VR15;Haaglanden;125;66
4;2022-11-15 09:00:00;2022-05-24;VR15;Haaglanden;119;62
4;2022-11-15 09:00:00;2022-05-25;VR15;Haaglanden;134;77
4;2022-11-15 09:00:00;2022-05-26;VR15;Haaglanden;106;49
4;2022-11-15 09:00:00;2022-05-27;VR15;Haaglanden;108;60
4;2022-11-15 09:00:00;2022-05-28;VR15;Haaglanden;113;77
4;2022-11-15 09:00:00;2022-05-29;VR15;Haaglanden;122;67
4;2022-11-15 09:00:00;2022-05-30;VR15;Haaglanden;169;95
4;2022-11-15 09:00:00;2022-05-31;VR15;Haaglanden;172;102
4;2022-11-15 09:00:00;2022-06-01;VR15;Haaglanden;170;95
4;2022-11-15 09:00:00;2022-06-02;VR15;Haaglanden;159;99
4;2022-11-15 09:00:00;2022-06-03;VR15;Haaglanden;154;94
4;2022-11-15 09:00:00;2022-06-04;VR15;Haaglanden;108;76
4;2022-11-15 09:00:00;2022-06-05;VR15;Haaglanden;116;87
4;2022-11-15 09:00:00;2022-06-06;VR15;Haaglanden;146;103
4;2022-11-15 09:00:00;2022-06-07;VR15;Haaglanden;234;151
4;2022-11-15 09:00:00;2022-06-08;VR15;Haaglanden;248;164
4;2022-11-15 09:00:00;2022-06-09;VR15;Haaglanden;223;153
4;2022-11-15 09:00:00;2022-06-10;VR15;Haaglanden;250;168
4;2022-11-15 09:00:00;2022-06-11;VR15;Haaglanden;190;134
4;2022-11-15 09:00:00;2022-06-12;VR15;Haaglanden;165;119
4;2022-11-15 09:00:00;2022-06-13;VR15;Haaglanden;276;191
4;2022-11-15 09:00:00;2022-06-14;VR15;Haaglanden;345;243
4;2022-11-15 09:00:00;2022-06-15;VR15;Haaglanden;410;274
4;2022-11-15 09:00:00;2022-06-16;VR15;Haaglanden;457;314
4;2022-11-15 09:00:00;2022-06-17;VR15;Haaglanden;391;276
4;2022-11-15 09:00:00;2022-06-18;VR15;Haaglanden;326;248
4;2022-11-15 09:00:00;2022-06-19;VR15;Haaglanden;332;254
4;2022-11-15 09:00:00;2022-06-20;VR15;Haaglanden;483;335
4;2022-11-15 09:00:00;2022-06-21;VR15;Haaglanden;413;281
4;2022-11-15 09:00:00;2022-06-22;VR15;Haaglanden;532;404
4;2022-11-15 09:00:00;2022-06-23;VR15;Haaglanden;519;363
4;2022-11-15 09:00:00;2022-06-24;VR15;Haaglanden;464;332
4;2022-11-15 09:00:00;2022-06-25;VR15;Haaglanden;359;257
4;2022-11-15 09:00:00;2022-06-26;VR15;Haaglanden;379;267
4;2022-11-15 09:00:00;2022-06-27;VR15;Haaglanden;450;295
4;2022-11-15 09:00:00;2022-06-28;VR15;Haaglanden;487;341
4;2022-11-15 09:00:00;2022-06-29;VR15;Haaglanden;525;379
4;2022-11-15 09:00:00;2022-06-30;VR15;Haaglanden;502;356
4;2022-11-15 09:00:00;2022-07-01;VR15;Haaglanden;439;312
4;2022-11-15 09:00:00;2022-07-02;VR15;Haaglanden;394;271
4;2022-11-15 09:00:00;2022-07-03;VR15;Haaglanden;377;278
4;2022-11-15 09:00:00;2022-07-04;VR15;Haaglanden;566;386
4;2022-11-15 09:00:00;2022-07-05;VR15;Haaglanden;515;369
4;2022-11-15 09:00:00;2022-07-06;VR15;Haaglanden;627;435
4;2022-11-15 09:00:00;2022-07-07;VR15;Haaglanden;546;390
4;2022-11-15 09:00:00;2022-07-08;VR15;Haaglanden;498;356
4;2022-11-15 09:00:00;2022-07-09;VR15;Haaglanden;448;338
4;2022-11-15 09:00:00;2022-07-10;VR15;Haaglanden;380;268
4;2022-11-15 09:00:00;2022-07-11;VR15;Haaglanden;589;410
4;2022-11-15 09:00:00;2022-07-12;VR15;Haaglanden;574;386
4;2022-11-15 09:00:00;2022-07-13;VR15;Haaglanden;531;388
4;2022-11-15 09:00:00;2022-07-14;VR15;Haaglanden;504;367
4;2022-11-15 09:00:00;2022-07-15;VR15;Haaglanden;405;282
4;2022-11-15 09:00:00;2022-07-16;VR15;Haaglanden;327;225
4;2022-11-15 09:00:00;2022-07-17;VR15;Haaglanden;291;213
4;2022-11-15 09:00:00;2022-07-18;VR15;Haaglanden;263;197
4;2022-11-15 09:00:00;2022-07-19;VR15;Haaglanden;258;182
4;2022-11-15 09:00:00;2022-07-20;VR15;Haaglanden;370;256
4;2022-11-15 09:00:00;2022-07-21;VR15;Haaglanden;301;210
4;2022-11-15 09:00:00;2022-07-22;VR15;Haaglanden;305;206
4;2022-11-15 09:00:00;2022-07-23;VR15;Haaglanden;192;141
4;2022-11-15 09:00:00;2022-07-24;VR15;Haaglanden;202;140
4;2022-11-15 09:00:00;2022-07-25;VR15;Haaglanden;283;193
4;2022-11-15 09:00:00;2022-07-26;VR15;Haaglanden;251;160
4;2022-11-15 09:00:00;2022-07-27;VR15;Haaglanden;272;153
4;2022-11-15 09:00:00;2022-07-28;VR15;Haaglanden;234;154
4;2022-11-15 09:00:00;2022-07-29;VR15;Haaglanden;178;116
4;2022-11-15 09:00:00;2022-07-30;VR15;Haaglanden;177;130
4;2022-11-15 09:00:00;2022-07-31;VR15;Haaglanden;201;149
4;2022-11-15 09:00:00;2022-08-01;VR15;Haaglanden;203;143
4;2022-11-15 09:00:00;2022-08-02;VR15;Haaglanden;187;127
4;2022-11-15 09:00:00;2022-08-03;VR15;Haaglanden;204;133
4;2022-11-15 09:00:00;2022-08-04;VR15;Haaglanden;190;135
4;2022-11-15 09:00:00;2022-08-05;VR15;Haaglanden;157;112
4;2022-11-15 09:00:00;2022-08-06;VR15;Haaglanden;136;98
4;2022-11-15 09:00:00;2022-08-07;VR15;Haaglanden;107;74
4;2022-11-15 09:00:00;2022-08-08;VR15;Haaglanden;187;137
4;2022-11-15 09:00:00;2022-08-09;VR15;Haaglanden;166;111
4;2022-11-15 09:00:00;2022-08-10;VR15;Haaglanden;138;91
4;2022-11-15 09:00:00;2022-08-11;VR15;Haaglanden;135;88
4;2022-11-15 09:00:00;2022-08-12;VR15;Haaglanden;107;69
4;2022-11-15 09:00:00;2022-08-13;VR15;Haaglanden;111;83
4;2022-11-15 09:00:00;2022-08-14;VR15;Haaglanden;80;50
4;2022-11-15 09:00:00;2022-08-15;VR15;Haaglanden;175;122
4;2022-11-15 09:00:00;2022-08-16;VR15;Haaglanden;135;89
4;2022-11-15 09:00:00;2022-08-17;VR15;Haaglanden;125;88
4;2022-11-15 09:00:00;2022-08-18;VR15;Haaglanden;111;67
4;2022-11-15 09:00:00;2022-08-19;VR15;Haaglanden;109;73
4;2022-11-15 09:00:00;2022-08-20;VR15;Haaglanden;102;65
4;2022-11-15 09:00:00;2022-08-21;VR15;Haaglanden;96;67
4;2022-11-15 09:00:00;2022-08-22;VR15;Haaglanden;125;70
4;2022-11-15 09:00:00;2022-08-23;VR15;Haaglanden;125;78
4;2022-11-15 09:00:00;2022-08-24;VR15;Haaglanden;90;54
4;2022-11-15 09:00:00;2022-08-25;VR15;Haaglanden;119;85
4;2022-11-15 09:00:00;2022-08-26;VR15;Haaglanden;113;73
4;2022-11-15 09:00:00;2022-08-27;VR15;Haaglanden;72;51
4;2022-11-15 09:00:00;2022-08-28;VR15;Haaglanden;78;44
4;2022-11-15 09:00:00;2022-08-29;VR15;Haaglanden;105;63
4;2022-11-15 09:00:00;2022-08-30;VR15;Haaglanden;122;66
4;2022-11-15 09:00:00;2022-08-31;VR15;Haaglanden;93;51
4;2022-11-15 09:00:00;2022-09-01;VR15;Haaglanden;105;60
4;2022-11-15 09:00:00;2022-09-02;VR15;Haaglanden;103;57
4;2022-11-15 09:00:00;2022-09-03;VR15;Haaglanden;79;43
4;2022-11-15 09:00:00;2022-09-04;VR15;Haaglanden;91;54
4;2022-11-15 09:00:00;2022-09-05;VR15;Haaglanden;115;67
4;2022-11-15 09:00:00;2022-09-06;VR15;Haaglanden;135;77
4;2022-11-15 09:00:00;2022-09-07;VR15;Haaglanden;106;54
4;2022-11-15 09:00:00;2022-09-08;VR15;Haaglanden;134;83
4;2022-11-15 09:00:00;2022-09-09;VR15;Haaglanden;114;75
4;2022-11-15 09:00:00;2022-09-10;VR15;Haaglanden;70;39
4;2022-11-15 09:00:00;2022-09-11;VR15;Haaglanden;91;52
4;2022-11-15 09:00:00;2022-09-12;VR15;Haaglanden;150;82
4;2022-11-15 09:00:00;2022-09-13;VR15;Haaglanden;132;67
4;2022-11-15 09:00:00;2022-09-14;VR15;Haaglanden;136;78
4;2022-11-15 09:00:00;2022-09-15;VR15;Haaglanden;133;77
4;2022-11-15 09:00:00;2022-09-16;VR15;Haaglanden;125;71
4;2022-11-15 09:00:00;2022-09-17;VR15;Haaglanden;98;61
4;2022-11-15 09:00:00;2022-09-18;VR15;Haaglanden;65;30
4;2022-11-15 09:00:00;2022-09-19;VR15;Haaglanden;145;70
4;2022-11-15 09:00:00;2022-09-20;VR15;Haaglanden;117;65
4;2022-11-15 09:00:00;2022-09-21;VR15;Haaglanden;127;77
